Time (min),CLK,clk,CLK/CYC_data,clk_data,CLK_data,CRY,cry,CRY_data,CWO,cwo,cwo_data,CWO_data,CYC/CLK,pdp1,PDP1,pdp1_data,PDP1_data,per,PER,PER/TIM-p,PER/TIM_data,per_data,PER_data,tim,TIM,tim_data,TIM_data,VRI,vri,vri_data,VRI_data,
2.4456, , , , , ,59.5745, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.446, , ,67.4297,10.2185,27.6063, , ,96.6297, , ,7.171,6.2092, , , ,14.5615,2.1644, , , ,0.1301,48.173,6.2107, , ,24.1061,12.8024, , ,23.9172,0.0018,
2.446, , , , , , , , , , , , ,36.6667, , , , , , , , , , , , , , , , , , ,
2.4467, , , , , , , , , , , , ,37.7778, , , , , , , , , , , , , , , , , , ,
2.447,30, , , , , , , , , , , ,38.8889, , , , , , , , , , ,35.2941, , , , , , , ,
2.4476, , , , , , , , , , , , ,37.7778, , , , , , , , , , , , , , , , , , ,
2.4481, , , , , , , , , ,36.9048, , , , , , , , , , , , , , , , , , , , , ,
2.4485, , ,68.0033,9.8166,26.9945, , ,96.4267, , ,7.4478,5.9427, , , ,15.0392,2.3612, , , ,0.0946,48.9908,6.5638, , ,24.7235,13.2688, , ,24.5316,0,
2.4486, , , , , ,58.5106, , , , , , , , , , , ,47.0588, , , , , , , , , , , , , ,
2.4492, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.5283, , ,
2.45,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4517, , , , , ,57.4468, , , ,38.0952, , , , , , , , , ,0, , , , , , , , , , , ,
2.452, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , ,
2.4524,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4531, , , , , , , , , , , , ,38.8889, , , , , , , , , , , , , , , , , , ,
2.4534, , , , , , , , , , , , , ,25, , , , , , , , , , , , , , , , , ,
2.4536, , ,68.5731,9.4218,26.3874, , ,96.2184, , ,7.7314,5.6813, , , ,15.5237,2.5666, , , ,0.0645,49.8069,6.9268, , ,25.3474,13.7434, , ,25.1525,0.0069,
2.4538, , , , , , , , , ,36.9048, , ,38.8889, , , , , , , , , , , , , , , , , , ,
2.4543, , , , , , , , ,13.0435, , , , , , , , , , , , , , , , , , , , , , ,
2.4545, , , , , , , , , ,38.0952, , , , , , , , , , , , , , , , , , , , , ,
2.4548, , , , , ,56.383, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.455, , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,
2.4552,40, , , , , , , , ,36.9048, , , , , , , , , , , , , , , , , , , , , ,
2.4558, ,16.6667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4562, , , , , , , , , , , , ,38.8889, , , , ,47.0588, , , , , , , , , , , , , ,
2.4573,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4579, , , , , , , , , ,38.0952, , , , , , , , , , , , , , , , , , , , , ,
2.4581, , , , , ,55.3191, , , , , , , , ,4.6154, , , , , , , , , , , , , , , , ,
2.4591, , , , , , , , , , , , ,40, , , , , , , , , , , , , , , ,26.4151, , ,
2.4604,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4606, , , , , , , , , , , , ,38.8889, , , , , , , , , , , , , , , , , , ,
2.4611, , , , , , , , , , , , ,40, , , , , , , , , , , , , , , , , , ,
2.4618, , , , , ,54.2553, , , , , , , , , , , ,52.9412, , , , , , , , , , , , , ,
2.4621, , ,69.1461,9.0297,25.7777, , ,96.002, , ,8.0253,5.4218, , , ,16.021,2.7833, , , ,0.0397,50.631,7.3042, , ,25.9854,14.2321, , ,25.7878,0.0229,
2.4621,30, , , , , , , , , , , ,38.8889, , , , , , , , , , , , , , , , , , ,
2.4634, , ,69.7152,8.645,25.173, , ,95.7801, , ,8.3264,5.1676, , , ,16.5251,3.0088, , , ,0.0208,51.4528,7.6918, , ,26.6297,14.7292, , ,26.4296,0.0479,
2.4638, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.5283, , ,
2.4639, , , , , , , , , , , , ,40, , , , , , , , , , , , , , , , , , ,
2.4641, , , , , , , , , ,39.2857, , , , , , , , , , , , , , , , , , , , , ,
2.4649, , , , , , , , , , , , , , ,3.0769, , , , , , , , , , , , , , , , ,
2.4652,40, , , , ,53.1915, , ,14.4928, , , , , , , , ,47.0588, , , , , , , , , , , , , ,
2.4655, , ,70.2803,8.2679,24.5734, , ,95.5527, , ,8.6347,4.9186, , , ,17.036,3.2431, , , ,0.0077,52.272,8.0893, , ,27.2803,15.2346, , ,27.078,0.082,
2.4672, , , , , , , , , ,40.4762, , , , , , , , , , , , , , , , , , , , , ,
2.4673,30, , , , , , , , , , , , , , , , , , , , , , ,41.1765, , , , , , , ,
2.4679, , , , , , , , , ,39.2857, , , , , , , , , , , , , , , , , , , , , ,
2.4686, , , , , , , , , ,38.0952, , , , , , , , , , , , , , , , , , , , , ,
2.4687, , , , , ,52.1277, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4692, , , , , , , , , , , , , , , , , , , , , , , ,35.2941, , , , , , , ,
2.4694, , , , , , , , , , , , ,41.1111, , , , , , , , , , , , , , , ,26.4151, , ,
2.4696, , , , , , , , , , , , , ,26.4706, , , , , , , , , , , , , , , , , ,
2.4698, , ,70.8415,7.8985,23.979, , ,95.3199, , ,8.9503,4.6749, , , ,17.5536,3.4863, , , ,0.0007,53.0883,8.4968, , ,27.9371,15.7482, , ,27.7327,0.1251,
2.47, , , , , , , , , ,39.2857, , ,40, , , , , , , , , , , , , , , , , , ,
2.4703, ,22.2222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4709,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4716,30, , , , , , , , , , , ,41.1111, , , , ,52.9412, , , , , , , , , , , , , ,
2.4723, , , , , , , , , , , , ,40, , , , , , , , , , , , , , , , , , ,
2.4725, , , , , ,51.0638, , , , , , , , ,4.6154, , , , , , , , , , , , , , , , ,
2.4731, , , , , , , , , ,40.4762, , , , , , , , , , , , , , , , , , , , , ,
2.4737, , , , , , , , ,13.0435, , , , , , , , , , , , , , , , , , , , , , ,
2.474, , , , , , , , , , , , ,41.1111, , , , , , , , , , , , , , , , , , ,
2.4743, , , , , , , , , , , , ,41.1111, , , , , , , , , , , , , , , , , , ,
2.4749, , ,71.4093,7.5297,23.3784, , ,95.0771, , ,9.2796,4.432, , , ,18.0882,3.7433, , , ,0,53.9173,8.9226, , ,28.6129,16.2802, , ,28.4066,0.1785,
2.4758, , , , , , , , , , , , , ,25, , , , , , , , , , , , , , , , , ,
2.4761, , , , , , , , ,14.4928, , , , , , , , , , , , , , , , , , , ,24.5283, , ,
2.4762, , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4763,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.477,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4773, , , , , , , , , , , , , ,26.4706, , , , , , , , , , , , , , , , , ,
2.4791, , , , , , , , , ,41.6667, , , , , , , , , , , , , , , , , , , , , ,
2.4791, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.4151, , ,
2.4794, ,16.6667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4798, , , , , ,48.9362, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4811, , , , , , , , , ,40.4762, , , , , , , , , , , , , , , , , , , , , ,
2.4812, , , , , , , , , , , , ,42.2222, , , , , , , , , , , , , , , , , , ,
2.4815,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4817, , , , , , , , , ,41.6667, , , , , , , , , , , , , , , , , , , , , ,
2.4824, , , , , , , , , ,40.4762, , ,41.1111, , , , , , , , , , , , , , , , , , ,
2.4831, , , , , , , , , , , , ,42.2222, , , , , , , , , , , , , , , , , , ,
2.4834, , , , , ,47.8723, , , , , , , , , , , , , ,0, , , , , , , , , , , ,
2.4844, , , , , , , , , ,41.6667, , , , , , , , , , , , , , , , , , , , , ,
2.485, , , , , , , , , , , , ,41.1111,27.9412, , , , , , , , , , , , , , , , , ,
2.4856, , , , , , , , , , , , ,43.3333, , , , , , , , , , , , , , , , , , ,
2.4861, , , , , , , , , , , , , , ,6.1538, , , , , , , , ,41.1765,10, , , , , , ,
2.4864, , , , , , , , ,15.942, , , , , , , , , , , , , , , , , , , , , , ,
2.4867, , ,71.9729,7.1691,22.7834, , ,94.8286, , ,9.6169,4.1947, , , ,18.6296,4.0094, , , ,0.0058,54.7428,9.3587, , ,29.2948,16.8206, , ,29.087,0.2414,
2.4872, , , , , , , , , , , , ,42.2222, , , , , , , , , , , , , , , , , , ,
2.4875, , , , , ,46.8085, , , ,42.8571, , , , , , , , , , , , , , , , , , , , , ,
2.4879, , , , , , , , , , , , ,43.3333, , , , , , , , , , , , , , , , , , ,
2.4886, , , , , , , , , ,41.6667, , ,42.2222, , , , , , , , , , , , , , ,28.0702,28.3019, , ,
2.4893, , ,72.5321,6.8165,22.1941, , ,94.5747, , ,9.9621,3.9632, , , ,19.1778,4.2848, , , ,0.0183,55.5645,9.805, , ,29.9827,17.3693, , ,29.7736,0.3139,
2.4897, , , , , , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , ,
2.4901, , ,73.087,6.4721,21.6105, , ,94.3152, , ,10.3153,3.7374, , , ,19.7327,4.5693, , , ,0.0376,56.3821,10.2616, , ,30.6764,17.9263, , ,30.4663,0.396,
2.4902, , , , , , , , , , , , , , ,4.6154, , , , , , , , , , , , , , , , ,
2.4903, , , , , , , , , ,42.8571, , , , , , , , , , , , , , , , , , , , , ,
2.4907, , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , ,
2.4909, , , , , , , , , , , , ,43.3333, , , , , , , , , , , , , , , , , , ,
2.4915, , , , , ,45.7447, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4924, , , , , , , , , , , , , ,29.4118, , , , , , , , , , , , , , , , , ,
2.4939, , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.3158, , , ,
2.4947, , , , , , , , , , , , , ,27.9412, , , , , , , , , , , , , , , , , ,
2.4953, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , ,
2.4956, , , , , ,44.6809, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4965, , , , , , , , ,17.3913, , , , , , , , , , , , , , , , , , , , , , ,
2.4969, , , , , , , , , , , , ,44.4444, , , , , , , , , , , , , , , , , , ,
2.4976, , , , , , , , , , , , ,44.4444, , , , , , ,5, , , , , , , , ,30.1887, , ,
2.4983, , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , ,
2.4986, , , , , , , , , ,44.0476, , , , , , , ,58.8235,40, , , , , , , , , , , , ,
2.4989, ,22.2222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4996, , , , , ,43.617, , , , , , ,43.3333,29.4118,6.1538, , , , , , , , , , , , , , , , ,
2.5003, , , , , , , , , , , , ,44.4444, , , , , , , , , , , , , , , , , , ,
2.5007, , , , , , , , ,15.942, , , , , , , , , , , , , , , , , , , , , , ,
2.5009, , , , , , , , , , , , ,43.3333, , , , , , , , , , , , , , , , , , ,
2.5014, , , , , , , , , ,44.0476, , , , , , , , , , , , , , , , , , , , , ,
2.5017, , , , , , , , , , , , ,44.4444, , , , , , , , , , , , , , , , , , ,
2.502, , ,73.6525,6.1268,21.0171, , ,94.043, , ,10.6868,3.5115, , , ,20.3097,4.8711, , , ,0.0647,57.2177,10.7414, , ,31.3952,18.5071, , ,31.1844,0.4903,
2.5029, ,16.6667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5039, , , , , ,42.5532, , , ,44.0476, , , , , , , , , , , , , ,47.0588, , , , , , , ,
2.5054, , ,74.2132,5.7903,20.4299, , ,93.765, , ,11.0671,3.2918, , , ,20.8936,5.1826, , , ,0.0993,58.0485,11.2318, , ,32.1198,19.0964, , ,31.9087,0.5948,
2.5055, , , , , , , , , , , , , , , , , , , , , , , ,41.1765, , , , , , , ,
2.5061, , , , , , , , ,17.3913, , , , , , , , , , , , , , , , , , , , , , ,
2.5068, , , , , , , , , ,45.2381, , , ,30.8824, , , , , , , , , , , , , , , , , ,
2.5074, , , , , , , , , ,44.0476, , ,45.5556, , , , , , , , , , , , , , , , , , ,
2.5077, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , ,
2.5084, , , , , ,41.4894, , , , , , , , , , , ,58.8235, , , , , , , , , , , , , ,
2.5091, , , , , , , , , , , , ,44.4444, , , , , , , , , , , , , , , , , , ,
2.5095, , , , , , , , , ,45.2381, , , , , , , , , , , , , , , , , , , , , ,
2.5098, , , , , , , , , , , , ,45.5556, , , , , , , , , , , , , , , , , , ,
2.5113, , , , , , , , , , , , ,44.4444, , , , , , , , , , , , , , , , , , ,
2.5118, , , , , , , , , , , , , , ,7.6923, , , , , , , , , , , , , , , , ,
2.5123, , , , , , , , , ,46.4286, , , ,29.4118, , , , , , , , , , , , , , , , , ,
2.5124,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5129, , , , , ,40.4255, , , , , , ,45.5556, , , , , , , , , , , , , , , , , , ,
2.513, , ,74.7692,5.4626,19.8492, , ,93.4813, , ,11.4563,3.0784, , , ,21.4844,5.5038, , , ,0.1415,58.8742,11.7329, , ,32.8502,19.6941, , ,32.639,0.7096,
2.5131,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5138, , , , , , , , , , , , , , , , , , , ,5, , , , ,10, , , , , , ,
2.5139, , ,75.3204,5.1438,19.275, , ,93.192, , ,11.8545,2.8713, , , ,22.0819,5.8346, , , ,0.1915,59.6947,12.2446, , ,33.586,20.3002, , ,33.3752,0.8346,
2.5139, , , , , , , , , , , , , ,30.8824, , , , , , , , , , , , , , , , , ,
2.5142, , , , , , , , , ,46.4286, , , , , , , , , , , , , , , , , , , , , ,
2.5146, , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.0702, , , ,
2.5148, , , , , , , , , , , , , , ,6.1538, , , , , , , , , , , , , , , , ,
2.5155, , , , , , , , ,18.8406, , , , , , , , , , , , , , , , , , , , , , ,
2.5157, , , , , , , , , ,45.2381, , , , , , , , , , , , , , , , , , , , , ,
2.5162, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , ,
2.5173,20, , , , ,39.3617, , , , , , ,45.5556, , , , , , , , , , , , , , , , , , ,
2.5176, , , , , , , , , ,46.4286, , , , , , , , , , , , , , , , , , , , , ,
2.518,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5184, , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , ,
2.5186, , , , , , , , , , , , ,45.5556, , , , , , , , , , , , , , , , , , ,
2.5198, , ,75.8611,4.8371,18.7131, , ,92.9002, , ,12.2576,2.6727, , , ,22.6798,6.1715, , , ,0.2488,60.5012,12.7613, , ,34.3197,20.908, , ,34.1095,0.9685,
2.5202, , , , , , , , , , , , ,46.6667, , , , , , , , , , , , , , , , , , ,
2.5206, , , , , , , , , , , , , ,32.3529, , , , , , , , , , , , , , , , , ,
2.5209, , , , , , , , , , , , ,45.5556, , , , , , , , , , , , , , , , , , ,
2.5216, , , , , , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , ,
2.5218, , , , , , , , , , , , , , , , , , , , , , , ,47.0588, , , , , , , ,
2.5222, , , , , ,38.2979, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5224,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5229, , , , , , , , , ,47.619, , , , , , , , , , , , , , , , , , , , , ,
2.523,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5237, , , , , , , , , , , , , , ,7.6923, , , , , , , , , , , , , , , , ,
2.5241, , ,76.3971,4.5393,18.1579, , ,92.6029, , ,12.6699,2.4805, , , ,23.2841,6.5179, , , ,0.3139,61.3022,13.2882, , ,35.0584,21.5238, , ,34.8492,1.1125,
2.5243, , , , , , , , ,18.8406, , , ,46.6667, , , , , , , , , , , , , , , ,32.0755, , ,
2.5265, , , , , , , , , ,46.4286, , , , , , , , , , , , , , , , , , , , , ,
2.5266, , ,76.9282,4.2504,17.6093, , ,92.3001, , ,13.0914,2.2948, , , ,23.8948,6.8736, , , ,0.3872,62.0974,13.8253, , ,35.802,22.1474, , ,35.5943,1.2666,
2.527, , , , , ,37.234, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5273,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5279, , , , , , , , , , , , , ,33.8235, , , , , , , , , , , , , , , , , ,
2.528, , , , , , , , , ,47.619, , , , , , , , , , , , , , , , , , , , , ,
2.5286, , , , , , , , , , , , , ,32.3529, , , , , , , , , , , , , , , , , ,
2.5289, , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.3158, , , ,
2.529,30, , , , , , , , , , , ,46.6667, , , , , , , , , , , , , , , , , , ,
2.5292, , ,77.4545,3.9704,17.0675, , ,91.992, , ,13.5223,2.1156, , , ,24.5118,7.2388, , , ,0.4686,62.8866,14.3725, , ,36.5504,22.7787, , ,36.3445,1.4308,
2.5297, , , , , , , , , , , , ,47.7778, , , , , , , , , , , , , , , , , , ,
2.5305, , , , , , , , , ,47.619, , , , , , , , , , , , , , , , , , , , , ,
2.5309, , ,77.9377,3.7191,16.5716, , ,91.7018, , ,13.9299,1.9554, , , ,25.0888,7.5854, , , ,0.5514,63.6123,14.8883, , ,37.2479,23.3703, , ,37.044,1.5921,
2.5314, , , , , , , , , , , , ,46.6667, , , , , , , , , , , , , , , , , , ,
2.5321, , , , , ,36.1702, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5327,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5328, , , , , , , , , , , , ,46.6667, , , , ,64.7059, , , , , , , , , , , , , ,
2.5331, , , , , , , , , ,48.8095, , , , , , , , , , , , , , , , , , , , , ,
2.5333, , , , , , , , ,20.2899, , , , , , , , ,58.8235, , , , , , , , , , , , , ,
2.5342,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5348, , , , , , , , , , , , , ,33.8235, , , , , , , , , , , , , , , , , ,
2.5349, , , , , , , , , , , , , , ,9.2308, , , , , , , , , , , , , , , , ,
2.5351, , , , , , , , , , , , ,47.7778, , , , , , , , , , , , , , , , , , ,
2.5354, , , , , , , , , ,50, , , , , , , , , , , , , ,41.1765, , , , , , , ,
2.5361, , , , , , , , , ,48.8095, , , , , , , , , , , , , , , , , , , , , ,
2.5368, , ,78.4167,3.4755,16.0817, , ,91.407, , ,14.3458,1.801, , , ,25.6711,7.9402, , , ,0.6415,64.3325,15.4126, , ,37.9491,23.9682, , ,37.7476,1.7622,
2.5368, , , , , , , , , ,47.619, , , , , , , , , , , , , , , , , , , , , ,
2.5371, , , , , ,35.1064, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5375,20, , , , , , , , ,48.8095, , , , , , , , , , , , , , , , , , , , , ,
2.5387, , , , , , , , , , , , , , , , , , , , , , , ,47.0588,10, , , , , , ,
2.5389, , , , , , , , , , , , , , ,7.6923, , , , , , , , , , , , , , , , ,
2.5392, , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.0702, , , ,
2.5394, , ,78.8914,3.2398,15.5977, , ,91.1077, , ,14.7701,1.6524, , , ,26.2586,8.3029, , , ,0.739,65.0472,15.9454, , ,38.654,24.5724, , ,38.4552,1.941,
2.5395,30, , , , , , , , , , , ,47.7778, , , , , , , , , , , , , , , , , , ,
2.5397, , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , ,
2.5402, , , , , , , , , , , , ,48.8889, , , , , , , , , , , , , , , , , , ,
2.5407, , , , , , , , , ,50, , , , , , , , , , , , , , , , , , , , , ,
2.5408, , , , , , , , , , , , ,47.7778, , , , ,64.7059, , , , , , , , , , , , , ,
2.5411, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33.9623, , ,
2.5413, , , , , , , , , ,48.8095, , , ,35.2941, , , , , , , , , , , , , , , , , ,
2.5422, , , , , ,34.0426, , ,21.7391, , , , , , , , , , , , , , , , , , , , , , ,
2.5424, , , , , , , , , , , , ,48.8889, , , , , , , , , , , , , , , , , , ,
2.5427,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5431, , , , , , , , , ,50, , ,47.7778, , , , , , , , , , , , , , , , , , ,
2.5437, , , , , , , , , , , , , ,33.8235, , , , , , , , , , , , , , , , , ,
2.5439, , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,
2.5444, , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , ,
2.5447,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5451, , , , , , , , , , , , , , , , , ,58.8235, , , , , , , , , , , , , ,
2.5453, , ,79.3619,3.012,15.1199, , ,90.8039, , ,15.2028,1.5097, , , ,26.8512,8.6737, , , ,0.844,65.7563,16.4865, , ,39.3624,25.1828, , ,39.1666,2.1287,
2.5455, , , , , , , , , ,51.1905, , , , , , , , , , , , , , , , , , , , , ,
2.5462, , , , , , , , , , , , ,48.8889, ,9.2308, , , , , , , , , , , , , , , , ,
2.5468, , , , , , , , , , , , ,48.8889, , , , , , , , , , , , , , , , , , ,
2.5471, , , , , , , , , ,48.8095, , , , , , , , , , , , , , , , , , , , , ,
2.5478,20, , , , ,32.9787, , ,20.2899,50, , , , , , , , , , , , , , , , , , , , , ,
2.548, , , , , , , , , , , , , ,35.2941, , , , , , , , , , , , , , , , , ,
2.5486, , , , , , , , , , , , , , , , , ,64.7059, , , , , , , , , , , , , ,
2.5492, ,11.1111, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5493, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35.8491, , ,
2.5502,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5503, , , , , , , , , , , , ,47.7778, , , , , , , , , , , , , , , , , , ,
2.5504, , , , , , , , ,21.7391,51.1905, , , , , , , , , , , , , , , , , , , , , ,
2.5509, , , , , , , , , , , , ,47.7778, , , , , , , , , , , , , , , , , , ,
2.5512, , ,79.8034,2.8036,14.6733, , ,90.5121, , ,15.6203,1.38, , , ,27.4168,9.0321, , , ,0.9504,66.4222,17.0064, , ,40.0362,25.7662, , ,39.8436,2.3145,
2.5518, , , , , , , , , ,50, , , , , , , , , , , , , , , , , , , , , ,
2.5524, ,16.6667, , , , , , , ,51.1905, , ,48.8889, , , , , , , , , , , , , , , , , , ,
2.5528,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5532, , , , , , , , , , , , ,47.7778, , , , , , , , , , , , , , , , , , ,
2.5534, , , , , ,31.9149, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5546, , , , , , , , , , , , , ,36.7647, , , , , , , , , , , , , , , , , ,
2.5549, , , , , , , , , , , , ,47.7778, , , , , , , , , , ,52.9412, , , , , , , ,
2.5554,30, , , , , , , , ,52.381, , , , , , , , , , , , , , , , , , , , , ,
2.5555, , ,80.2411,2.6024,14.2322, , ,90.2163, , ,16.0456,1.2557, , , ,27.9868,9.3976, , , ,1.0637,67.083,17.5336, , ,40.7128,26.355, , ,40.5238,2.5082,
2.5565, , , , , , , , , , , , , , ,10.7692, , , , , , , , , , , , , ,33.9623, , ,
2.5571, , , , , , , , , , , , ,48.8889, , , , , , , , , , , , , , , , , , ,
2.5572, , , , , , , , , ,51.1905, , , , , , , , , , , , , , , , , , ,35.8491, , ,
2.558,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5583, , , , , , , , , , , , , ,33.8235, , , , , , , , , , , , , , , , , ,
2.5589, , , , , , , , ,23.1884, , , , , , , , , , , , , , , , , , , , , , ,
2.5593, , , , , ,30.8511, , , , , , , , , , , , , , , , , , , , , , ,33.9623, , ,
2.56, , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , ,
2.5603, , , , , , , , , ,52.381, , , , , , , , , , , , , , , , , , , , , ,
2.5605,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.5612, , , , , , , , , , , , , ,35.2941, , , , , , , , , , , , , , , , , ,
2.5612, , ,80.6749,2.4084,13.7967, , ,89.9166, , ,16.4787,1.1369, , , ,28.5612,9.7703, , , ,1.184,67.7383,18.0682, , ,41.3922,26.9489, , ,41.2071,2.7098,
2.5617, ,11.1111, , , , , , , , , , ,48.8889, , , , , , , , , , , , , , , , , , ,
2.5621, , , , , , , , , ,52.381, , , , , , , , , , , , , , , , , , , , , ,
2.5624, , , , , , , , , , , , ,50, ,9.2308, , , , , , , , , , , , , , , , ,
2.5625, , , , , , , , , , , , , , , , , , , , , , , ,47.0588, , , , , , , ,
2.5631,20, , , , , , , , , , , ,48.8889, , , , , , , , , , , , , , , , , , ,
2.5647, , , , , , , , , , , , , , , , , ,70.5882, , , , , , , , , , , , , ,
2.5648, , , , , , , , , , , , ,50, , , , , , , , , , , , , , , , , , ,
2.5652, , , , , , , , , ,53.5714, , , , , , , , , , , , , , , , , , , , , ,
2.5654, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35.8491, , ,
2.5655, , , , , ,29.7872, , , , , , ,48.8889, , , , , , , , , , , , , , , , , , ,
2.5659,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
